size,bedrooms,age,price
69,1,13,162933
195,6,26,530569
183,4,33,444204
221,1,4,461590
30,2,62,82212
34,3,18,141745
244,2,54,510801
290,1,33,590292
168,4,14,437729
147,5,40,399927
41,5,52,195045
52,4,63,181977
163,6,96,447484
31,5,22,173873
288,5,97,661316
290,4,97,640034
193,3,14,453170
198,5,95,487866
99,4,15,296860
166,2,2,385120
91,1,96,171174
168,6,98,437950
133,3,26,339954
287,5,8,702421
282,2,70,591397
256,6,95,625768
292,2,93,594468
139,4,36,369161
260,1,32,525289
149,6,1,457426
36,5,14,192839
128,5,81,352334
41,2,69,98585
232,2,44,495067
115,1,33,234022
117,2,10,271141
212,4,59,494789
33,3,97,101358
63,1,7,154411
169,1,72,331248
111,3,47,276070
68,1,79,135217
188,1,81,363333
103,3,69,258657
44,5,93,184085
273,2,95,560772
160,5,52,420907
123,2,47,269760
283,3,18,629879
178,1,33,364811
118,4,12,324735
56,1,24,127409
225,5,55,546251
225,2,6,503161
36,2,69,97486
259,6,83,630365
58,2,99,117551
46,5,42,197947
230,4,92,517641
65,5,46,233041
239,5,74,564421
35,3,59,126990
190,1,7,395338
283,2,17,610129
36,1,59,70484
266,1,24,538534
261,2,20,557064
85,2,69,194873
51,6,65,231486
68,6,49,272640
102,2,15,238817
159,3,90,356153
238,1,63,469435
115,5,8,357330
33,4,32,153239
155,4,6,402341
145,3,37,344517
124,3,18,308842
233,1,18,485017
122,2,75,262843
72,2,93,147357
169,3,94,380017
272,2,48,565540
136,6,23,416584
210,3,12,487561
96,4,52,263785
268,5,38,654058
42,6,17,226058
206,6,45,553147
209,1,48,415014
97,1,13,222640
86,3,68,228852
76,2,55,187710
237,6,36,619478
241,3,61,540819
249,5,86,592405
94,2,59,216831
60,1,64,126620
167,3,58,384280
42,5,95,168560
254,6,71,622502
86,5,4,301479
179,5,72,448480
73,4,38,222229
55,4,73,188137
133,4,77,329389
131,3,29,324529
167,5,55,435861
259,1,64,512568
90,2,73,208094
240,3,35,545145
125,2,91,253918
116,1,21,245130
281,6,95,668862
37,3,42,122248
136,2,0,313997
40,1,70,84006
222,2,37,482415
262,2,75,537644
32,1,66,69675
76,1,32,158103
237,1,2,507193
77,4,72,220189
150,2,87,321402
133,4,94,337470
265,6,91,635065
228,1,69,454437
183,5,10,494944
247,4,33,583530
155,1,6,323355
293,3,87,623380
157,4,15,401171
155,4,10,399149
297,1,40,596029
219,6,33,575604
286,2,97,591986
188,2,2,421396
163,6,1,467841
215,2,41,461437
172,4,52,414182
258,3,48,580633
158,3,74,360356
237,4,56,546458
57,1,7,144239
100,3,82,232725
101,6,98,320464
76,6,64,271387
100,6,28,345621
258,5,98,601269
30,2,50,84611
47,5,44,207810
65,4,33,217441
99,4,29,288147
128,4,39,335635
143,3,58,328370
34,3,11,133825
78,5,17,282276
199,1,70,388807
244,1,80,476789
197,3,72,430786
176,6,50,475749
46,1,59,103113
118,2,7,281867
248,4,3,586562
73,2,71,165539
297,2,58,613639
45,1,92,73959
132,2,72,289199
65,3,11,194699
45,6,33,234244
221,1,63,445870
252,3,28,566272
189,4,92,432707
186,6,22,507929
255,4,28,598625
226,1,13,464687
200,2,0,451991
285,6,95,678716
188,4,19,466902
150,3,71,350423
72,4,52,230722
116,2,40,259327
94,4,85,250005
231,4,0,568691
230,4,90,526695
209,6,100,531113
108,2,35,244509
256,4,69,588883
291,3,79,625015
272,4,10,635231
60,6,26,261449
37,1,52,71766
291,3,64,639934
277,3,18,615914
150,3,34,358264
187,1,39,387138
223,5,19,557019
107,1,43,225982
159,5,94,407074
113,3,32,297036
118,1,51,239657
174,6,11,487654
81,6,90,282156
130,5,70,349631
105,4,31,287682
249,2,39,529784
202,6,75,523420
286,5,22,680322
300,5,35,720224
244,5,2,615476
237,3,99,499999
207,1,12,425633
123,1,20,265159
189,2,84,393541
72,6,23,282898
45,1,90,82154
56,3,78,163097
247,1,30,513274
102,1,91,199155
227,1,7,472839
113,1,89,212007
83,5,57,276247
55,1,11,129644
46,1,26,106358
273,1,30,552504
284,6,12,722523
268,6,71,661196
53,6,13,253512
109,3,87,249868
289,3,12,657265
175,6,59,483566
198,3,1,464547
69,2,56,166764
144,3,67,331627
91,1,60,178454
300,6,56,734724
31,4,17,160534
58,6,29,259733
87,4,13,272783
44,5,88,184576
86,5,60,268066
96,2,86,217120
226,3,61,508669
91,5,25,302897
203,2,5,458660
244,5,13,598028
123,3,70,283489
217,3,59,491800
46,1,21,107017
180,2,98,365222
139,4,23,364117
92,4,74,245646
226,5,85,545531
210,4,33,509855
271,1,49,551899
212,1,55,420879
155,5,46,411254
75,3,7,215982
238,3,18,546526
67,1,61,124916
141,2,46,305121
297,3,100,624129
174,2,89,356086
143,5,17,403655
179,5,8,477021
42,1,38,87310
247,5,9,605906
191,2,5,424828
81,3,9,235755
273,6,46,685624
228,6,37,594447
155,2,85,326813
149,3,70,337972
77,1,41,153159
90,3,63,233582
162,2,62,355766
247,1,40,508481
156,5,43,420316
86,2,69,186902
259,4,42,594427
98,2,75,218193
284,5,12,689385
215,3,19,499733
53,6,76,230734
112,2,93,239361
39,2,37,112791
252,6,47,634381
246,4,59,563031
48,3,8,172268
82,1,58,162470
61,5,59,217414
215,4,33,522551
147,4,85,352005
140,1,62,280621
187,2,67,387722
125,4,37,327588
184,5,41,481641
122,4,6,336908
118,3,33,300724
300,4,18,697574
125,5,66,348438
53,4,53,188844
158,2,1,370192
223,6,26,580312
274,1,90,533767
203,2,93,426772
235,4,53,543333
213,5,16,541739
300,4,92,669713
273,5,6,671918
45,3,66,145748
231,5,86,550259
120,1,88,230764
219,2,33,464997
207,1,87,411397
104,4,25,306930
244,6,10,634727
260,4,32,597489
190,2,87,395740
240,4,7,582721
286,5,59,679777
203,3,32,463403
253,1,75,491905
153,5,33,412622
122,4,26,336787
96,4,93,251558
122,1,90,228769
119,6,18,386598
82,1,97,142657
267,3,83,581859
248,5,15,621115
84,4,21,251474
180,2,78,386599
220,1,36,449388
236,5,70,566624
46,3,22,151593
247,5,1,615393
121,2,3,286704
241,5,70,569455
78,3,23,224825
167,4,9,422384
246,5,3,608141
260,4,97,571833
140,1,51,280957
258,1,43,514153
46,3,74,133897
136,2,52,306235
123,3,35,309344
144,1,56,285839
172,4,55,419918
32,5,28,186242
46,6,50,222652
163,1,20,344462
196,1,89,391179
142,6,77,400568
95,4,89,249577
282,2,69,579251
111,5,15,343701
143,3,83,319364
182,5,54,459349
94,4,91,255355
261,4,82,590050
117,4,21,333719
185,3,26,443871
280,3,79,612614
221,1,57,434218
288,5,55,678874
31,4,95,130225
216,4,2,526758
52,5,1,221984
117,5,5,352436
125,1,47,256007
151,5,4,424558
162,5,73,410933
145,2,20,333419
128,2,26,291279
33,2,31,105315
64,1,19,147663
199,3,7,463919
145,3,36,351366
47,2,51,132634
288,5,71,671933
136,5,24,385447
128,2,37,289270
231,2,75,485983
97,1,68,182673
207,5,95,508641
148,1,16,313429
168,1,20,361998
59,4,99,179322
231,3,78,515498
98,1,15,209674
154,4,51,384090
68,4,58,212924
220,3,20,499148
37,4,23,174306
167,6,11,488158
134,4,43,344004
97,2,50,228625
68,6,29,267672
276,3,29,618532
95,4,35,281514
193,2,85,408668
234,3,49,516771
102,6,3,356750
91,4,98,240289
43,1,73,91234
111,6,94,341866
167,3,17,401063
61,2,21,157069
62,3,88,161345
199,3,1,473013
78,3,26,215173
81,5,81,248042
183,2,85,373617
294,4,62,672575
266,6,17,673750
268,5,16,656867
158,2,19,351461
286,5,30,683335
194,6,69,503986
122,6,0,393912
277,4,5,656136
282,6,48,703627
131,2,30,295575
250,3,12,571929
59,2,43,156111
178,4,35,433878
296,3,81,641097
213,6,67,556580
128,6,69,374029
194,6,55,521657
99,4,100,253632
39,6,65,200720
233,4,16,568752
116,3,39,288501
193,6,47,509826
230,2,71,476810
118,2,44,258682
84,5,23,285356
237,2,96,485426
258,2,70,541473
126,5,97,336455
122,6,1,386570
116,2,31,268562
74,3,72,202989
119,5,1,353040
243,4,21,582128
50,2,52,132258
30,3,43,109524
214,4,24,514465
64,4,36,204889
39,6,29,208853
55,6,97,213965
142,2,47,311779
120,2,20,281760
267,1,11,563994
143,4,0,377532
244,1,67,480904
266,4,84,589621
194,4,35,477114
86,6,95,287696
58,4,55,188253
230,3,27,531426
211,1,1,455357
196,2,59,414084
132,3,54,310353
257,4,84,575204
144,6,14,429136
131,4,14,346807
162,3,91,355652
252,3,17,568755
80,4,44,241444
177,1,95,337443
265,2,59,561796
228,5,46,568217
245,1,54,490229
158,5,37,422100
53,3,54,151676
272,3,43,595079
291,5,56,675247
74,4,79,224901
126,2,38,282788
51,2,36,145961
142,4,39,367136
166,1,98,324059
116,2,34,269716
249,3,25,569416
229,5,32,574900
35,2,45,101614
219,6,28,579202
100,4,71,280206
51,3,88,147122
118,2,66,263817
166,1,83,314196
31,5,43,167242
286,3,80,615254
276,6,34,684114
76,4,92,214326
150,3,99,344732
38,1,74,68621
274,5,9,667980
248,1,39,511414
240,6,12,624820
143,4,64,367522
164,3,27,397176
56,4,93,177093
72,5,96,235390
209,4,32,508769
269,2,86,556304
149,4,70,362200
218,6,38,563655
295,3,66,648553
47,1,19,116237
273,6,21,696502
86,1,99,164341
187,3,5,451890
227,1,37,461939
216,4,96,497637
47,3,4,164867
156,4,34,402320
290,2,27,610086
232,4,82,535618
138,1,51,286033
91,5,17,296197
123,4,52,330777
173,1,78,330329
292,4,65,664615
250,3,27,570662
198,6,76,507129
228,4,96,514325
242,2,38,514343
293,6,79,710905
276,4,3,651119
195,1,85,380918
100,2,15,248922
60,3,82,170583
246,6,97,595747
235,6,92,587709
45,4,50,166748
125,1,97,228484
235,2,73,481285
272,2,74,573449
120,5,78,326424
111,4,15,324410
108,4,89,280979
134,2,59,287363
264,6,0,685494
246,3,78,534398
117,4,75,303566
110,1,26,243977
150,1,86,288379
197,3,87,443910
39,1,36,90356
244,4,3,589264
121,1,78,236940
254,2,0,560054
162,5,67,417521
169,2,71,366397
172,6,100,452039
57,6,18,249268
268,6,68,652458
242,4,64,548582
227,6,48,583682
143,6,14,431663
300,5,96,678297
82,4,83,229077
102,6,65,321052
198,1,25,415705
53,1,60,98782
109,4,80,285776
51,4,6,196271
45,5,80,190675
46,5,81,176749
262,2,51,548522
300,2,76,623186
119,6,98,348498
183,5,41,465589
39,4,18,177719
289,6,74,699504
124,6,82,370500
171,1,9,367128
31,4,75,125680
227,1,21,476074
237,4,16,558109
46,5,17,200748
152,5,15,427951
59,6,96,225341
245,2,86,504269
173,3,27,410884
225,6,83,562825
159,3,66,372477
33,1,22,72558
181,6,84,473072
182,2,84,382653
140,4,76,340208
76,2,28,195825
216,2,1,477584
166,5,57,437473
60,2,78,141144
259,1,16,536222
154,4,40,386356
187,1,45,382628
143,6,97,401123
160,5,96,399193
255,3,99,544522
38,2,51,104512
291,5,18,693694
210,6,72,546003
285,2,66,595705
171,6,51,475071
107,2,16,255163
249,1,48,507013
267,5,99,626732
238,3,74,513814
96,3,74,237571
278,6,22,691620
55,3,23,185619
298,4,23,682232
240,5,79,567620
35,4,53,151846
67,4,72,214317
238,2,24,517696
223,5,75,550687
109,5,94,315165
156,2,41,353715
274,4,71,626467
267,6,63,663576
125,3,99,289615
36,3,15,139095
160,5,22,427800
297,3,77,636294
78,3,25,230763
300,6,24,750044
73,2,16,192787
35,1,0,87179
178,3,6,433883
234,2,78,479006
186,6,83,486232
47,3,93,140281
66,2,38,160673
38,2,66,108438
283,3,19,641211
270,2,4,597780
252,6,41,640174
182,2,95,370437
181,1,42,365158
58,5,23,229452
202,2,3,461485
278,4,54,644343
82,5,33,284107
235,2,72,499065
47,6,47,228382
97,1,10,220527
216,2,80,440091
259,5,52,625603
81,5,55,273739
200,4,19,491915
33,3,31,128671
281,3,15,626353
192,2,9,426762
276,6,79,670746
237,1,1,490298
284,4,63,639237
116,1,63,233256
61,2,53,143623
121,1,18,260728
66,5,25,253896
277,2,26,598660
50,2,38,130824
180,3,35,425698
176,5,77,436202
168,4,55,404841
257,6,68,640430
95,2,40,216152
32,6,60,193550
194,1,99,383332
66,4,80,191117
212,1,61,422428
115,5,75,326374
70,3,45,199567
128,3,4,339225
67,5,45,247675
30,3,44,125245
70,6,94,245527
194,4,33,473688
230,6,46,589755
89,4,6,281718
272,1,6,565940
35,5,31,173012
189,3,39,431241
171,1,97,326347
106,2,10,265682
42,6,26,232886
225,4,98,506053
50,2,65,126181
234,6,35,594689
257,5,69,601807
107,4,41,292759
203,1,48,411056
253,6,76,622371
134,6,30,407224
243,2,25,517818
127,5,59,355229
164,1,64,334020
57,4,62,180594
288,6,77,703497
277,1,76,544111
51,6,91,209449
77,5,92,241445
143,1,11,303143
104,4,48,282085
79,3,68,204833
203,5,6,529836
113,4,30,310110
91,1,76,179814
46,3,58,139007
105,1,40,216401
270,6,0,695599
274,3,46,603726
181,4,92,417058
100,6,25,332619
257,1,37,526992
67,5,73,230906
154,5,34,423202
278,4,52,629534
238,2,31,514305
222,1,46,448205
36,2,95,86594
67,6,68,256669
38,2,47,113130
259,1,27,534922
294,4,6,686434
56,4,30,191360
232,4,30,556220
34,3,5,135235
74,6,81,269655
166,1,79,333259
91,1,27,205423
52,5,15,218403
60,6,30,248944
103,3,17,264963
164,3,20,391554
265,3,72,581518
217,2,14,487224
125,4,5,339623
250,1,17,523386
208,4,37,501740
161,3,80,374350
100,1,40,208366
174,6,36,484393
145,5,11,404674
38,6,71,191557
229,3,80,502481
138,3,36,337419
233,4,20,553500
219,2,15,488165
283,1,40,578349
224,1,30,464382
82,4,17,257344
246,1,57,484543
181,4,81,424654
245,4,2,583495
130,3,8,333792
288,3,3,642126
221,2,87,447343
64,4,29,209354
246,4,12,587555
246,1,44,506654
255,5,7,634436
96,2,32,229103
68,2,31,182957
197,3,56,455184
165,1,90,321300
165,6,95,443972
139,1,87,268681
269,5,6,661063
265,1,73,518419
298,6,73,724216
233,4,95,527841
237,5,27,592279
199,4,15,500144
150,2,41,343499
283,3,80,617335
265,4,70,592226
221,6,59,560011
125,2,95,267671
272,6,11,697362
165,2,0,373285
125,2,3,308574
214,4,62,501126
141,2,18,334582
275,2,100,554366
137,5,51,378073
162,1,23,348172
98,3,30,254369
232,4,48,554255
125,3,21,320994
272,2,79,557624
144,6,68,411880
102,1,17,220008
123,1,73,234877
158,6,0,458138
246,5,24,604869
119,5,35,348612
100,2,38,241008
66,5,75,234212
106,5,1,342435
199,3,10,469756
167,6,43,460956
229,1,56,461203
253,5,88,605767
65,2,70,149246
93,1,0,213889
175,2,27,384270
124,4,80,310933
95,4,57,272517
269,2,26,570071
242,6,64,599506
233,4,38,556467
44,4,0,184793
215,1,30,445401
47,3,78,138062
116,5,64,331369
99,6,36,326379
49,6,60,223748
57,2,63,137655
39,6,82,199432
272,3,64,588872
249,4,53,571312
220,5,0,569080
111,1,5,243031
237,2,65,499692
236,3,52,518525
174,5,57,448957
191,5,62,491408
136,1,66,267729
278,6,73,684549
172,5,9,463843
289,4,4,685709
191,3,1,455843
136,2,53,305103
181,2,16,399918
143,5,32,400684
81,2,12,202342
68,6,13,281598
177,5,43,459270
158,1,0,333399
123,6,57,377517
113,2,24,275784
185,4,38,450456
112,3,50,284109
288,6,62,693304
292,5,67,676831
95,2,57,224431
277,1,42,570112
178,1,49,368510
55,4,89,166924
132,6,92,375569
219,4,39,527720
168,4,3,435435
293,4,87,655743
167,5,99,422075
128,6,69,376311
31,5,56,159651
133,4,15,351661
60,5,18,241470
72,4,51,217938
33,1,53,70372
212,3,93,466533
289,4,35,664831
285,6,66,696661
195,3,96,428346
282,3,12,629840
160,4,55,396998
32,1,6,89262
298,4,43,685872
242,5,16,602141
59,3,9,192989
225,3,32,512852
84,2,22,207611
184,3,8,446586
271,3,0,611709
133,2,67,292521
248,1,65,492647
192,4,5,474081
261,1,31,537976
129,1,79,251174
167,2,27,379999
240,1,22,487681
200,6,6,555312
144,1,77,281308
65,2,34,175352
36,5,98,161997
63,5,60,236542
278,5,62,650621
169,3,19,413594
167,1,26,350480
229,5,34,576656
36,3,40,122384
267,2,45,568374
281,3,65,601464
194,4,81,452899
158,6,2,466235
53,2,84,126562
30,2,91,71823
168,2,83,344251
149,1,45,312381
101,3,66,249787
38,4,24,166629
108,1,29,222557
255,6,58,642239
176,5,55,460082
215,5,46,530325
188,1,65,378938
166,6,66,450809
133,1,64,272504
96,5,40,308039
232,6,65,587058
84,5,53,267015
155,6,98,418001
116,4,3,332615
222,6,79,561573
114,4,53,312547
179,5,26,465832
257,2,89,518481
226,4,23,552144
139,6,82,388032
220,1,67,431159
269,5,64,632301
180,2,48,392655
204,5,39,520976
41,4,19,172119
98,4,92,253932
142,6,60,403900
260,5,64,628381
43,2,21,125071
271,6,73,654655
48,6,97,211238
191,3,91,428365
259,1,85,517094
173,4,57,432235
195,6,33,519113
257,4,63,589087
190,2,75,407197
69,5,69,226703
261,6,26,666764
293,1,45,602109
63,3,63,185543
59,5,74,213312
219,5,77,534999
115,4,70,298884
288,3,70,629768
256,4,26,608807
41,2,2,136895
234,1,19,483192
234,6,13,608711
88,6,100,295746
44,6,42,214090
81,2,72,190895
297,6,49,717620
291,2,3,636805
33,4,49,155929
48,1,6,123499
97,2,61,214408
103,4,70,287880
148,2,35,338756
253,6,38,650705
262,1,31,536960
52,4,62,179944
265,5,78,627358
295,6,28,725058
203,3,88,450417
36,4,56,147337
81,2,84,175544
81,3,42,221349
51,6,98,213229
255,6,4,660113
95,6,11,342796
274,5,77,639495
294,3,90,626180
164,1,39,339446
290,5,26,688029
69,3,8,209911
277,1,83,539155
108,2,82,233774
55,2,51,147155
257,1,41,525495
68,6,4,293496
254,4,79,581027
57,2,29,152314
166,3,54,392189
179,3,52,417700
180,1,97,343798
246,6,54,620170
41,1,55,82141
98,5,40,310720
141,4,64,353225
90,3,74,231725
217,4,90,493248
105,6,56,335252
83,5,50,279335
136,6,4,414879
75,3,71,198668
185,6,20,509430
146,2,38,319764
222,6,47,567460
207,6,94,524732
156,5,55,417748
42,4,26,173426
179,4,60,432342
229,2,93,464808
206,6,80,538753
212,5,36,527297
279,3,94,605380
88,4,8,277281
31,3,1,131894
114,1,65,220081
237,5,70,563352
176,1,29,365225
170,6,61,468268
59,6,75,236360
134,6,62,397937
177,1,94,335609
94,5,51,292057
153,2,98,307739
107,4,81,282999
45,5,92,187373
226,6,23,586619
126,4,48,337624
265,1,76,526971
242,4,55,554554
30,2,40,96915
153,3,22,363250
98,2,17,236414
167,5,75,436832
50,1,26,118943
246,5,28,609594
279,3,79,591929
78,4,57,225564
197,2,81,411575
171,4,15,434989
180,1,78,349180
138,2,99,287883
62,4,38,211758
214,4,39,506991
222,1,14,471408
226,2,62,471402
224,2,8,503399
212,6,82,543697
201,3,74,442575
123,4,87,315574
222,3,11,514385
53,1,27,128142
195,1,22,407161
205,1,93,394625
168,3,87,374582
234,4,18,556716
147,5,0,418853
270,2,29,570566
159,3,35,381385
72,3,87,190000
179,5,25,467876
213,1,14,443943
264,5,66,631888
192,2,8,425191
34,3,1,151709
194,3,31,455044
283,6,55,697923
78,5,24,263096
300,3,64,641090
60,1,92,115760
275,2,10,596224
135,5,10,391635
77,1,32,163698
251,4,68,578318
117,6,13,369284
278,5,9,685382
263,1,5,552283
298,3,54,649269
95,3,97,231081
57,4,82,189154
31,2,54,99346
131,2,92,267562
220,3,22,502628
36,4,4,162129
124,2,6,291662
287,4,42,658181
39,6,41,206125
116,3,94,262531
79,3,100,188026
43,4,52,170941
48,1,40,97470
161,3,94,368694
102,1,12,227366
247,2,26,540616
102,2,17,241677
172,1,4,367869
148,5,16,410635
120,1,47,248579
101,6,3,343932
53,1,14,122207
161,5,39,428250
144,5,12,404505
146,6,22,435115
122,5,48,343625
139,2,31,325185
160,3,52,373483
200,2,27,439170
125,5,51,354378
182,5,56,470631
32,2,33,109925
292,4,54,658734
167,2,95,337786
212,2,55,456870
272,6,31,680667
214,2,79,451863
148,3,51,343618
201,6,22,545771
236,3,42,538639
63,3,62,178982
110,3,100,253070
291,1,79,579049
243,3,13,554535
272,3,28,605966
237,5,89,565552
111,3,56,273473
231,4,92,525613
149,3,26,370989
238,2,97,496093
203,6,31,538649
178,2,90,372722
282,5,19,681158
82,3,60,207680
110,6,58,350508
130,6,80,385925
144,3,34,346363
176,4,70,424765
286,6,54,698472
43,4,100,139318
231,6,68,579620
181,5,60,472340
151,5,77,404103
69,4,12,234815
144,6,64,405129
81,4,100,228884
130,6,59,379296
44,2,2,143489
136,4,16,368036
60,4,88,180241
32,1,35,82573
246,4,70,554625
101,4,93,263814
136,1,16,284613
176,4,100,408437
182,4,50,440027
195,6,35,520723
114,4,89,292116
206,4,26,497867
85,4,17,272371
183,1,27,383156
164,5,85,411618
86,2,82,192753
226,6,37,595784
265,1,79,526834
261,6,3,674290
144,2,42,318431
86,1,13,194567
85,2,44,211117
44,1,51,90690
169,6,74,449510
71,2,28,178389
169,3,27,407805
244,4,84,551121
170,5,12,459422
53,5,69,202093
75,6,7,289531
252,4,76,570694
49,1,32,118039
76,1,51,146941
174,5,83,449143
72,1,6,166808
112,1,19,248755
243,4,15,583244
46,6,9,248133
50,2,37,129931
92,2,33,227247
198,3,70,441556
109,1,26,233061
131,1,54,257411
274,5,85,632151
278,5,12,672930
225,1,10,471614
276,1,89,534231
283,1,26,575031
80,5,87,250339
38,2,38,116002
32,2,66,95807
75,3,11,214506
97,5,58,295600
192,2,62,401660
139,4,60,360714
218,4,48,516452
249,2,77,509551
152,5,100,381611
49,6,63,222684
86,6,48,296801
176,2,31,384572
90,3,36,232169
68,6,30,266700
201,2,42,426884
240,5,84,575599
124,4,8,348120
159,3,43,371279
195,2,96,407880
189,1,0,397552
216,3,62,474330
268,5,69,642969
171,5,67,441960
248,4,77,564451
289,5,76,669838
59,1,47,117672
204,4,57,486598
235,2,46,503529
288,3,18,639836
259,6,92,624031
263,2,49,559645
98,6,46,330874
217,1,33,448342
34,4,2,158603
72,3,83,184793
86,2,0,224388
290,6,53,704699
163,1,100,317775
257,1,0,529112
240,4,69,562044
60,6,34,249686
278,2,68,573411
33,4,52,140721
128,5,92,337847
92,3,84,220686
101,2,18,252894
105,2,22,259421
109,3,1,300165
172,4,41,422696
299,2,45,639857
182,1,0,387943
77,1,92,150361
167,4,77,396995
146,3,100,320335
89,2,44,201373
190,2,40,418516
104,2,98,226187
97,1,55,196478
90,6,89,296176
280,5,5,692621
267,5,30,637957
95,5,2,306585
42,3,13,153227
198,2,38,423329
200,2,100,416729
78,6,33,292234
270,5,52,649081
177,6,80,466223
48,2,10,148709
144,1,49,290674
206,4,71,474417
146,4,71,372775
89,6,18,313989
143,6,79,408969
158,2,92,332389
37,3,42,140305
195,3,63,441992
186,6,98,473483
172,2,73,354821
244,5,55,599561
55,6,38,246573
108,5,77,318000
249,1,48,495984
54,4,42,194974
265,2,29,573222
169,3,56,382016
72,4,40,222715
257,4,11,606896
244,6,71,601864
183,5,70,454919
101,3,28,256471
292,3,24,655092
234,5,78,557066
233,3,34,527272
265,4,23,621387
34,5,36,174635
153,6,18,447009
119,2,38,279586
32,1,35,67621
262,6,16,667686
86,6,42,306406
156,4,76,375139
197,5,43,502132
264,3,74,564343
226,2,63,485251
223,1,20,462094
114,3,57,272213
152,2,28,337531
203,6,76,525139
213,2,28,457505
194,6,68,505364
298,4,28,676310
173,1,17,374027
252,4,23,604463
76,4,20,237250
278,3,20,632668
101,2,3,250697
74,4,59,232146
120,1,45,244888
120,4,48,330595
137,4,0,376983
143,2,45,309081
140,1,29,302614
110,5,5,342898
213,1,23,436755
53,4,12,210370
54,1,73,101643
154,2,47,336595
280,5,62,652977
61,1,7,134910
124,6,74,369593
250,1,48,500591
124,3,48,303000
282,1,65,565073
211,5,39,521480
260,5,79,608073
146,1,36,303876
141,2,95,291678
72,4,83,216159
268,5,98,614272
175,3,48,405290
255,6,36,643630
257,1,100,492875
181,3,25,420421
71,6,57,275549
249,4,91,565625
204,1,44,411193
271,6,97,656899
64,2,3,185657
111,5,11,343123
274,5,7,673529
67,6,79,244361
109,2,31,247869
88,4,61,259527
256,1,49,523057
248,2,42,527263
99,2,25,243934
93,5,45,302194
109,1,17,238604
294,6,36,730397
218,4,28,531117
72,1,36,149588
189,2,2,418512
44,6,31,230462
202,2,72,432825
106,2,89,218796
136,2,33,313131
206,5,84,509856
224,4,78,513638
94,4,96,257143
162,1,62,332345
133,6,63,394324
205,5,9,532568
137,5,17,383551
78,1,99,140404
45,4,45,167363
249,4,37,579228
250,4,28,590884
62,2,62,145199
173,3,44,400628
157,4,46,398453
190,4,78,454176
240,3,67,532660
291,3,75,630954
111,2,35,266931
177,6,47,479142
41,3,52,130724
191,1,52,395159
96,5,53,296514
226,5,42,553799
103,6,6,357418
94,4,53,272928
121,5,29,355871
41,5,56,193746
140,3,87,319024
100,1,16,227458
86,3,55,227165
32,2,18,103218
179,4,59,442425
33,3,44,129546
267,2,47,559008
296,3,89,623101
264,1,26,540142
98,1,37,211036
103,2,24,250972
109,6,7,373792
168,3,8,410733
279,4,98,623390
36,4,25,165336
142,6,17,434246
248,2,0,539697
64,2,19,161286
55,6,86,232573
179,5,34,463545
228,3,98,499597
134,2,96,276563
246,4,86,566482
225,1,65,444452
237,4,92,530011
135,4,1,370595
159,5,36,432849
98,1,71,194739
244,3,72,525903
88,2,18,217370
219,1,72,431250
221,1,83,423829
69,1,42,145760
230,1,60,462304
60,5,6,239702
298,6,65,728909
48,3,32,150432
61,3,7,193110
153,1,44,316692
227,5,43,554285
139,3,24,350519
82,3,65,210118
274,3,58,600276
210,5,6,539058
51,5,81,184993
82,4,66,238012
225,3,57,495804
279,4,70,628593
48,1,77,81419
109,4,84,277765
237,5,67,580509
134,4,89,325769
253,1,13,527786
294,4,54,673352
246,1,10,521636
270,4,56,619273
296,2,84,604927
111,4,8,324413
51,6,41,226520
200,5,26,516885
127,3,45,318665
64,5,44,239227
197,4,90,452913
219,2,46,467445
156,5,83,413240
290,2,36,610817
228,4,84,517053
78,4,99,222193
201,5,5,517180
199,5,34,513336
249,5,62,608016
136,1,99,254032
33,2,100,82889
204,2,20,455139
121,4,96,306191
250,5,71,593873
160,3,8,393956
61,2,40,150121
295,3,38,653774
84,2,0,225837
269,2,0,595536
271,2,92,545461
263,2,71,543069
277,4,60,634938
89,1,97,170625
179,2,40,386203
276,6,64,679177
131,1,99,257144
61,1,56,117317
104,1,6,225238
172,2,24,384073
178,4,27,436898
208,6,84,538240
258,4,12,615198
91,6,74,311489
273,1,48,553752
252,3,98,542866
236,4,52,550899
50,5,78,196174
298,2,24,635823
166,1,2,358214
107,2,36,244135
224,6,91,563544
130,4,79,324963
123,2,11,300587
68,3,31,189035
264,1,46,533922
274,6,31,689406
55,1,42,124349
88,1,42,175417
79,1,8,182807
107,4,1,304606
288,1,17,597350
208,5,73,508646
163,4,43,418391
263,5,26,637830
193,3,64,441796
135,3,62,313124
125,1,36,269292
236,4,72,536191
159,4,31,412159
241,6,49,611694
152,2,2,350004
76,4,88,211345
238,4,46,552392
295,2,39,627272
200,3,75,440454
285,6,16,713105
31,1,4,80028
40,5,50,176626
74,3,85,191353
38,3,11,155907
42,5,98,170872
173,2,18,395036
88,4,83,239449
59,6,89,228892
150,3,53,350912
225,5,91,535178
36,1,7,86063
49,5,6,227846
150,1,70,301528
296,1,93,569916
188,5,5,494684
299,6,29,737407
172,1,42,360017
122,5,87,325857
147,1,33,303029
257,4,54,585300
154,4,50,383583
42,5,100,161698
101,2,86,221660
296,1,44,608145
185,4,89,432802
264,1,44,532618
67,1,4,158831
138,6,99,384412
34,5,55,177292
133,5,57,374709
178,2,12,409474
93,6,39,314985
246,5,29,610944
238,6,45,598943
83,4,62,245196
275,6,12,701881
