id,nombre,altura,peso,experiencia_base,es_predeterminado,tipos,habilidades,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,stat_total,url_sprite,url_imagen_oficial
95,Onix,8.8,210.0,77.0,True,"Rock,Ground","Rock-head,Sturdy,Weak-armor",35,45,160,30,45,70,385,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/95.png
96,Drowzee,1.0,32.4,66.0,True,Psychic,"Insomnia,Forewarn,Inner-focus",60,48,45,43,90,42,328,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/96.png
97,Hypno,1.6,75.6,169.0,True,Psychic,"Insomnia,Forewarn,Inner-focus",85,73,70,73,115,67,483,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/97.png
98,Krabby,0.4,6.5,65.0,True,Water,"Hyper-cutter,Shell-armor,Sheer-force",30,105,90,25,25,50,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/98.png
99,Kingler,1.3,60.0,166.0,True,Water,"Hyper-cutter,Shell-armor,Sheer-force",55,130,115,50,50,75,475,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/99.png
100,Voltorb,0.5,10.4,66.0,True,Electric,"Soundproof,Static,Aftermath",40,30,50,55,55,100,330,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/100.png
101,Electrode,1.2,66.6,172.0,True,Electric,"Soundproof,Static,Aftermath",60,50,70,80,80,150,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/101.png
102,Exeggcute,0.4,2.5,65.0,True,"Grass,Psychic","Chlorophyll,Harvest",60,40,80,60,45,40,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/102.png
103,Exeggutor,2.0,120.0,186.0,True,"Grass,Psychic","Chlorophyll,Harvest",95,95,85,125,75,55,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/103.png
104,Cubone,0.4,6.5,64.0,True,Ground,"Rock-head,Lightning-rod,Battle-armor",50,50,95,40,50,35,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/104.png
105,Marowak,1.0,45.0,149.0,True,Ground,"Rock-head,Lightning-rod,Battle-armor",60,80,110,50,80,45,425,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/105.png
106,Hitmonlee,1.5,49.8,159.0,True,Fighting,"Limber,Reckless,Unburden",50,120,53,35,110,87,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/106.png
107,Hitmonchan,1.4,50.2,159.0,True,Fighting,"Keen-eye,Iron-fist,Inner-focus",50,105,79,35,110,76,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/107.png
108,Lickitung,1.2,65.5,77.0,True,Normal,"Own-tempo,Oblivious,Cloud-nine",90,55,75,60,75,30,385,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/108.png
109,Koffing,0.6,1.0,68.0,True,Poison,"Levitate,Neutralizing-gas,Stench",40,65,95,60,45,35,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/109.png
110,Weezing,1.2,9.5,172.0,True,Poison,"Levitate,Neutralizing-gas,Stench",65,90,120,85,70,60,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/110.png
111,Rhyhorn,1.0,115.0,69.0,True,"Ground,Rock","Lightning-rod,Rock-head,Reckless",80,85,95,30,30,25,345,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/111.png
112,Rhydon,1.9,120.0,170.0,True,"Ground,Rock","Lightning-rod,Rock-head,Reckless",105,130,120,45,45,40,485,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/112.png
113,Chansey,1.1,34.6,395.0,True,Normal,"Natural-cure,Serene-grace,Healer",250,5,5,35,105,50,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/113.png
114,Tangela,1.0,35.0,87.0,True,Grass,"Chlorophyll,Leaf-guard,Regenerator",65,55,115,100,40,60,435,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/114.png
115,Kangaskhan,2.2,80.0,172.0,True,Normal,"Early-bird,Scrappy,Inner-focus",105,95,80,40,80,90,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/115.png
116,Horsea,0.4,8.0,59.0,True,Water,"Swift-swim,Sniper,Damp",30,40,70,70,25,60,295,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/116.png
117,Seadra,1.2,25.0,154.0,True,Water,"Poison-point,Sniper,Damp",55,65,95,95,45,85,440,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/117.png
118,Goldeen,0.6,15.0,64.0,True,Water,"Swift-swim,Water-veil,Lightning-rod",45,67,60,35,50,63,320,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/118.png
119,Seaking,1.3,39.0,158.0,True,Water,"Swift-swim,Water-veil,Lightning-rod",80,92,65,65,80,68,450,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/119.png
120,Staryu,0.8,34.5,68.0,True,Water,"Illuminate,Natural-cure,Analytic",30,45,55,70,55,85,340,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/120.png
121,Starmie,1.1,80.0,182.0,True,"Water,Psychic","Illuminate,Natural-cure,Analytic",60,75,85,100,85,115,520,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/121.png
122,Mr-mime,1.3,54.5,161.0,True,"Psychic,Fairy","Soundproof,Filter,Technician",40,45,65,100,120,90,460,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/122.png
123,Scyther,1.5,56.0,100.0,True,"Bug,Flying","Swarm,Technician,Steadfast",70,110,80,55,80,105,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/123.png
124,Jynx,1.4,40.6,159.0,True,"Ice,Psychic","Oblivious,Forewarn,Dry-skin",65,50,35,115,95,95,455,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/124.png
125,Electabuzz,1.1,30.0,172.0,True,Electric,"Static,Vital-spirit",65,83,57,95,85,105,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/125.png
126,Magmar,1.3,44.5,173.0,True,Fire,"Flame-body,Vital-spirit",65,95,57,100,85,93,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/126.png
127,Pinsir,1.5,55.0,175.0,True,Bug,"Hyper-cutter,Mold-breaker,Moxie",65,125,100,55,70,85,500,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/127.png
128,Tauros,1.4,88.4,172.0,True,Normal,"Intimidate,Anger-point,Sheer-force",75,100,95,40,70,110,490,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/128.png
129,Magikarp,0.9,10.0,40.0,True,Water,"Swift-swim,Rattled",20,10,55,15,20,80,200,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/129.png
130,Gyarados,6.5,235.0,189.0,True,"Water,Flying","Intimidate,Moxie",95,125,79,60,100,81,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/130.png
131,Lapras,2.5,220.0,187.0,True,"Water,Ice","Water-absorb,Shell-armor,Hydration",130,85,80,85,95,60,535,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/131.png
132,Ditto,0.3,4.0,101.0,True,Normal,"Limber,Imposter",48,48,48,48,48,48,288,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/132.png
133,Eevee,0.3,6.5,65.0,True,Normal,"Run-away,Adaptability,Anticipation",55,55,50,45,65,55,325,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/133.png
134,Vaporeon,1.0,29.0,184.0,True,Water,"Water-absorb,Hydration",130,65,60,110,95,65,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/134.png
135,Jolteon,0.8,24.5,184.0,True,Electric,"Volt-absorb,Quick-feet",65,65,60,110,95,130,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/135.png
136,Flareon,0.9,25.0,184.0,True,Fire,"Flash-fire,Guts",65,130,60,95,110,65,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/136.png
137,Porygon,0.8,36.5,79.0,True,Normal,"Trace,Download,Analytic",65,60,70,85,75,40,395,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/137.png
138,Omanyte,0.4,7.5,71.0,True,"Rock,Water","Swift-swim,Shell-armor,Weak-armor",35,40,100,90,55,35,355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/138.png
139,Omastar,1.0,35.0,173.0,True,"Rock,Water","Swift-swim,Shell-armor,Weak-armor",70,60,125,115,70,55,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/139.png
140,Kabuto,0.5,11.5,71.0,True,"Rock,Water","Swift-swim,Battle-armor,Weak-armor",30,80,90,55,45,55,355,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/140.png
141,Kabutops,1.3,40.5,173.0,True,"Rock,Water","Swift-swim,Battle-armor,Weak-armor",60,115,105,65,70,80,495,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/141.png
142,Aerodactyl,1.8,59.0,180.0,True,"Rock,Flying","Rock-head,Pressure,Unnerve",80,105,65,60,75,130,515,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/142.png
143,Snorlax,2.1,460.0,189.0,True,Normal,"Immunity,Thick-fat,Gluttony",160,110,65,65,110,30,540,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/143.png
144,Articuno,1.7,55.4,261.0,True,"Ice,Flying","Pressure,Snow-cloak",90,85,100,95,125,85,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/144.png
145,Zapdos,1.6,52.6,261.0,True,"Electric,Flying","Pressure,Static",90,90,85,125,90,100,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/145.png
146,Moltres,2.0,60.0,261.0,True,"Fire,Flying","Pressure,Flame-body",90,100,90,125,85,90,580,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/146.png
147,Dratini,1.8,3.3,60.0,True,Dragon,"Shed-skin,Marvel-scale",41,64,45,50,50,50,300,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/147.png
148,Dragonair,4.0,16.5,147.0,True,Dragon,"Shed-skin,Marvel-scale",61,84,65,70,70,70,420,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/148.png
149,Dragonite,2.2,210.0,270.0,True,"Dragon,Flying","Inner-focus,Multiscale",91,134,95,100,100,80,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/149.png
150,Mewtwo,2.0,122.0,306.0,True,Psychic,"Pressure,Unnerve",106,110,90,154,90,130,680,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/150.png
151,Mew,0.4,4.0,270.0,True,Psychic,Synchronize,100,100,100,100,100,100,600,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/151.png
152,Chikorita,0.9,6.4,64.0,True,Grass,"Overgrow,Leaf-guard",45,49,65,49,65,45,318,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/152.png
153,Bayleef,1.2,15.8,142.0,True,Grass,"Overgrow,Leaf-guard",60,62,80,63,80,60,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/153.png
154,Meganium,1.8,100.5,236.0,True,Grass,"Overgrow,Leaf-guard",80,82,100,83,100,80,525,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/154.png
155,Cyndaquil,0.5,7.9,62.0,True,Fire,"Blaze,Flash-fire",39,52,43,60,50,65,309,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/155.png
156,Quilava,0.9,19.0,142.0,True,Fire,"Blaze,Flash-fire",58,64,58,80,65,80,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/156.png
157,Typhlosion,1.7,79.5,240.0,True,Fire,"Blaze,Flash-fire",78,84,78,109,85,100,534,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/157.png
158,Totodile,0.6,9.5,63.0,True,Water,"Torrent,Sheer-force",50,65,64,44,48,43,314,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/158.png
159,Croconaw,1.1,25.0,142.0,True,Water,"Torrent,Sheer-force",65,80,80,59,63,58,405,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/159.png
160,Feraligatr,2.3,88.8,239.0,True,Water,"Torrent,Sheer-force",85,105,100,79,83,78,530,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/160.png
161,Sentret,0.8,6.0,43.0,True,Normal,"Run-away,Keen-eye,Frisk",35,46,34,35,45,20,215,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/161.png
162,Furret,1.8,32.5,145.0,True,Normal,"Run-away,Keen-eye,Frisk",85,76,64,45,55,90,415,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/162.png
163,Hoothoot,0.7,21.2,52.0,True,"Normal,Flying","Insomnia,Keen-eye,Tinted-lens",60,30,30,36,56,50,262,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/163.png
